terms,label,EuropaCode
Complete multiple assignments without compromising accuracy,adapt to change,T3.4
Knowledge of computer hardware functions,operate digital hardware,T1.3
Knowledge of computer hardware functions,working with computers,S5.0
Knowledge of computer hardware functions,information skills,S2.0
Knowledge of CPU,operate digital hardware,T1.3
Knowledge of CPU,working with computers,S5.0
Knowledge of CPU,resolving computer problems,S5.2
Knowledge of Memory,operate digital hardware,T1.3
Knowledge of Memory,working with computers,S5.0
Knowledge of Memory,resolving computer problems,S5.2
Knowledge of Disk,operate digital hardware,T1.3
Knowledge of Disk,working with computers,S5.0
Knowledge of Disk,resolving computer problems,S5.2
Knowledge of PCIe,operate digital hardware,T1.3
Knowledge of PCIe,working with computers,S5.0
Knowledge of PCIe,resolving computer problems,S5.2
Ability to diagnose and troubleshoot issues,identify problems,T2.3
Ability to diagnose and troubleshoot issues,solve problems,T2.3
Ability to diagnose and troubleshoot issues,resolving computer problems,S5.2
Analytical skills,allocating and controlling physical resources,S4.3
Communicate technical information to diverse audiences,information skills,S2.0
Product development,management skills,S4.0
Product development,information skills,S2.0
Product development,allocating and controlling physical resources,S4.3
Product management,management skills,S4.0
Communicate technical information to diverse audiences,address an audience,T4.1
Product management,information skills,S2.0
Product management,allocating and controlling physical resources,S4.3
Problem analysis skills,management skills,S4.0
Problem analysis skills,information skills,S2.0
Problem analysis skills,apply basic programming skills,T1.3
Highly advanced technical proficiency in designing developing and debugging solutions,apply knowledge of science technology and engineering,T6.6
Critical thinking skills,plan,T2.2
Critical thinking skills,manage financial and material resources,T6.5
Ability to learn new and emerging technologies,demonstrate willingness to learn,T3.4
Ability to learn new and emerging technologies,demonstrate loyalty,T4.5
Ability to learn new and emerging technologies,maintain concentration for long periods,T3.1
Define engineering standards,demonstrate willingness to learn,T3.4
Define engineering standards,demonstrate loyalty,T4.5
Define engineering standards,maintain concentration for long periods,T3.1
Produce automation code,demonstrate willingness to learn,T3.4
Produce automation code,demonstrate loyalty,T4.5
Produce automation code,information skills,S2.0
Critical thinking skills,protect the health of others,T6.1
Compare options based on feasibility and impact,plan,T2.2
Compare options based on feasibility and impact,protect the health of others,T6.1
Compare options based on feasibility and impact,manage financial and material resources,T6.5
Develop measurable plans and roadmaps,plan,T2.2
Develop measurable plans and roadmaps,manage financial and material resources,T6.5
Develop measurable plans and roadmaps,protect the health of others,T6.1
Self-starter,work independently,T3.1
Self-starter,make decisions,T3.2
Independent worker,make decisions,T3.2
Independent worker,work independently,T3.1
Independent worker,management skills,S4.0
Highly advanced technical proficiency in designing developing and debugging solutions,information skills,S2.0
Highly advanced technical proficiency in designing developing and debugging solutions,building and developing teams,S4.6
Curious,listening and asking questions,S1.7
Curious,communication collaboration and creativity,S1.0
Curious,appreciate diverse cultural and artistic expression,T6.4
Creative,communication collaboration and creativity,S1.0
Creative,appreciate diverse cultural and artistic expression,T6.4
Creative,think creatively,T2.4
Ambitious,communication collaboration and creativity,S1.0
Passionate thinker,plan,T2.2
Ambitious,leading and motivating,S4.5
Ambitious,assisting and caring,S3.0
Coach & mentor escalation engineers,coaching and mentoring,S1.3
Coach & mentor escalation engineers,management skills,S4.0
Ability to prioritize,information skills,S2.0
Ability to prioritize,manage time,T3.1
Ability to prioritize,think critically,T2.1
Ability to complete tasks within a given timeframe,information skills,S2.0
Ability to complete tasks within a given timeframe,manage time,T3.1
Ability to complete tasks within a given timeframe,think critically,T2.1
Passionate thinker,motivate others,T4.4
Develop advanced troubleshooting skills,information skills,S2.0
Coach & mentor escalation engineers,motivate others,T4.4
Passionate thinker,appreciate diverse cultural and artistic expression,T6.4
Develop advanced troubleshooting skills,management skills,S4.0
Apply industry best practices,motivate others,T4.4
Develop advanced troubleshooting skills,coaching and mentoring,S1.3
Apply industry best practices,information skills,S2.0
3 years of experience,apply basic programming skills,T1.3
3 years of experience,management skills,S4.0
3 years of experience,organise information objects and resources,T2.2
Apply industry best practices,presenting information in legal proceedings,S1.4
Manage large database consolidation projects,plan,T2.2
Excellent communication skills,communication collaboration and creativity,S1.0
Negotiation skills,communication collaboration and creativity,S1.0
Negotiation skills,coaching and mentoring,S1.3
Closing skills with prospectscustomers,communication collaboration and creativity,S1.0
Closing skills with prospectscustomers,handling and moving,S6.0
Manage large database consolidation projects,manage time,T3.1
Manage large database consolidation projects,allocating and controlling physical resources,S4.3
Plan database consolidation projects,plan,T2.2
Plan database consolidation projects,allocating and controlling physical resources,S4.3
Plan database consolidation projects,management skills,S4.0
Architect database consolidation projects,plan,T2.2
Architect database consolidation projects,allocating and controlling physical resources,S4.3
Execute database consolidation projects,plan,T2.2
Architect database consolidation projects,management skills,S4.0
Execute database consolidation projects,allocating and controlling physical resources,S4.3
Manage time effectively to meet government deadlines,manage time,T3.1
Manage time effectively to meet government deadlines,manage quality,T3.1
Manage time effectively to meet government deadlines,manage frustration,T3.3
Experience with issue resolution,solve problems,T2.3
Experience with issue resolution,identify problems,T2.3
Experience with issue resolution,information skills,S2.0
Execute database consolidation projects,management skills,S4.0
Equipment operation in highway maintenance,apply knowledge of science technology and engineering,T6.6
Equipment operation in highway maintenance,conducting gaming activities,S1.14
Equipment operation in highway maintenance,maintaining electrical electronic and precision equipment,S8.8
Time management skills,manage financial and material resources,T6.5
The ability to organize,management skills,S4.0
The ability to organize,manage time,T3.1
The ability to organize,organise information objects and resources,T2.2
Prioritize and perform multiple tasks simultaneously,management skills,S4.0
Prioritize and perform multiple tasks simultaneously,manage time,T3.1
Prioritize and perform multiple tasks simultaneously,organise information objects and resources,T2.2
Equipment operation in construction activities,apply knowledge of science technology and engineering,T6.6
Equipment operation in construction activities,conducting gaming activities,S1.14
Equipment operation in construction activities,use equipment tools or technology with precision,T5.1
Conduct research,conduct web searches,T1.3
Conduct research,interpret mathematical information,T1.2
Conduct research,information skills,S2.0
Perform data analysis,interpret mathematical information,T1.2
Ability to work a flexible schedule,attend to detail,T3.1
Ability to work a flexible schedule,work in teams,T4.3
Ability to work a flexible schedule,providing general assistance to people,S3.4
Seek help when needed,work independently,T3.1
Seek help when needed,make decisions,T3.2
Seek help when needed,work in teams,T4.3
Contribute to team culture,work independently,T3.1
Contribute to team culture,make decisions,T3.2
Contribute to team culture,work in teams,T4.3
Multitasking skills,information skills,S2.0
Multitasking skills,management skills,S4.0
Multitasking skills,apply basic programming skills,T1.3
Perform data analysis,information skills,S2.0
Perform data analysis,management skills,S4.0
Ability to calculate figures such as discounts and make change to customers,carry out calculations,T1.2
Ability to calculate figures such as discounts and make change to customers,adapt to change,T3.4
Ability to calculate figures such as discounts and make change to customers,make decisions,T3.2
Reasoning ability,information skills,S2.0
Reasoning ability,interpret mathematical information,T1.2
Reasoning ability,management skills,S4.0
Ability to evaluate and improve skill level,think critically,T2.1
Ability to evaluate and improve skill level,management skills,S4.0
Ability to evaluate and improve skill level,work in teams,T4.3
Manage multiple senior stakeholders from different functions simultaneously,allocating and controlling physical resources,S4.3
Manage multiple senior stakeholders from different functions simultaneously,manage time,T3.1
Manage multiple senior stakeholders from different functions simultaneously,manage quality,T3.1
Manage competing agendas,allocating and controlling physical resources,S4.3
Manage competing agendas,manage time,T3.1
Manage competing agendas,management skills,S4.0
Critical thinking,think critically,T2.1
Critical thinking,work in teams,T4.3
Manage risks & compensating controls,allocating and controlling physical resources,S4.3
Manage risks & compensating controls,manage time,T3.1
Manage risks & compensating controls,manage quality,T3.1
Identify process improvements,identify problems,T2.3
Identify process improvements,management skills,S4.0
Identify process improvements,allocating and controlling physical resources,S4.3
Identify automation opportunities,allocating and controlling physical resources,S4.3
Identify automation opportunities,identify problems,T2.3
Identify automation opportunities,information skills,S2.0
Willingness to explore new tools,demonstrate willingness to learn,T3.4
Willingness to explore new tools,maintain concentration for long periods,T3.1
Analyze new data,maintain concentration for long periods,T3.1
Typing,apply basic programming skills,T1.3
Typing,information skills,S2.0
Typing,management skills,S4.0
Willingness to explore new tools,adapt to change,T3.4
Analyze new data,demonstrate willingness to learn,T3.4
Analyze new data,adapt to change,T3.4
Ability to work autonomously,work independently,T3.1
Ability to work autonomously,information skills,S2.0
Ability to work autonomously,management skills,S4.0
Ability to work with minimal supervision,work independently,T3.1
Ability to work with minimal supervision,working with computers,S5.0
Ability to work with minimal supervision,work in teams,T4.3
Expand skill sets,maintain concentration for long periods,T3.1
Expand skill sets,demonstrate willingness to learn,T3.4
Convert technical topics into training content,apply knowledge of science technology and engineering,T6.6
Expand skill sets,adapt to change,T3.4
Convert technical topics into training content,management skills,S4.0
Convert technical topics into training content,information skills,S2.0
Collaboration and teaming skills in diverse environments,management skills,S4.0
Collaboration and teaming skills in diverse environments,communication collaboration and creativity,S1.0
Collaboration and teaming skills in diverse environments,collaborating and liaising,S1.2
Enhance clinical expertise,allocating and controlling physical resources,S4.3
Enhance clinical expertise,management skills,S4.0
Above average math skills,carry out calculations,T1.2
Enhance clinical expertise,manage personal progression,T3.2
Enhance professional skills,management skills,S4.0
Enhance professional skills,allocating and controlling physical resources,S4.3
Enhance professional skills,information skills,S2.0
Enhance management skills,management skills,S4.0
Enhance management skills,allocating and controlling physical resources,S4.3
Enhance management skills,manage personal progression,T3.2
Above average math skills,information skills,S2.0
Above average math skills,management skills,S4.0
Material fabrication calculations,information skills,S2.0
Material fabrication calculations,carry out calculations,T1.2
Material fabrication calculations,management skills,S4.0
Customer-focused mindset,work in teams,T4.3
Ability to create stakeholdershareholder value,work in teams,T4.3
Ability to create stakeholdershareholder value,adapt to change,T3.4
Ability to create stakeholdershareholder value,providing general assistance to people,S3.4
Customer-focused mindset,management skills,S4.0
Customer-focused mindset,providing general assistance to people,S3.4
Problem-solving,communication collaboration and creativity,S1.0
Information systems knowledge,management skills,S4.0
Information systems knowledge,information skills,S2.0
Information systems knowledge,managing information,S2.3
Knowledge of social media platforms,apply knowledge of social sciences and humanities,T6.6
Knowledge of social media platforms,exercise rights and responsibilities,T6.3
Knowledge of social media platforms,apply knowledge of science technology and engineering,T6.6
Planning,building and developing teams,S4.6
Communication,communication collaboration and creativity,S1.0
Organizing,management skills,S4.0
Prioritizing,plan,T2.2
Prioritizing,information skills,S2.0
Prioritizing,management skills,S4.0
Executing tasks,plan,T2.2
Executing tasks,building and developing teams,S4.6
Executing tasks,management skills,S4.0
Basic accounts receivable,management skills,S4.0
Basic accounts receivable,organise information objects and resources,T2.2
Basic accounts receivable,information skills,S2.0
Accounting policy,management skills,S4.0
Accounting policy,organise information objects and resources,T2.2
Accounting policy,information skills,S2.0
Execute work efficiently and effectively,work efficiently,T3.1
Work collaboratively,instruct others,T4.2
Work collaboratively,information skills,S2.0
Time management skills,think critically,T2.1
Ability to work unusual hours,management skills,S4.0
Ability to work unusual hours,manage time,T3.1
Ability to work unusual hours,think critically,T2.1
Ability to work overtime,management skills,S4.0
Ability to work overtime,manage time,T3.1
Ability to work overtime,think critically,T2.1
Basic mathematical skills,apply basic programming skills,T1.3
Basic mathematical skills,information skills,S2.0
Basic mathematical skills,management skills,S4.0
Work collaboratively,lead others,T4.4
Execute work efficiently and effectively,attend to detail,T3.1
Manage high-level tasks such as scheduling staff,manage time,T3.1
Execute work efficiently and effectively,work independently,T3.1
Confidence and courage to do what s right,show confidence,T3.3
Manage high-level tasks such as scheduling staff,manage quality,T3.1
Confidence and courage to do what s right,cope with stress,T3.3
Confidence and courage to do what s right,keep an open mind,T3.4
Manage high-level tasks such as scheduling staff,allocating and controlling physical resources,S4.3
Ability to build relationships,demonstrate intercultural competence,T4.3
Ability to build relationships,protect the health of others,T6.1
Ability to build relationships,work in teams,T4.3
written and and technical writing skills,technical or academic writing,S1.13
written and and technical writing skills,information skills,S2.0
written and and technical writing skills,management skills,S4.0
Prepare food and beverages to standard recipes,developing contingency and emergency response plans,S4.1
Ensure financial transactions are completed accurately and efficiently,work efficiently,T3.1
Prepare food and beverages to standard recipes,serving food and drinks,S3.5
Prepare food and beverages to standard recipes,collecting and preparing specimens or materials for testing,S6.3
Customize recipes for customers,developing contingency and emergency response plans,S4.1
Customize recipes for customers,serving food and drinks,S3.5
Organizational skills,motivate others,T4.4
Manage complex bi-operations,manage time,T3.1
Manage complex bi-operations,information skills,S2.0
Manage complex bi-operations,allocating and controlling physical resources,S4.3
Customize recipes for customers,collecting and preparing specimens or materials for testing,S6.3
Ensure financial transactions are completed accurately and efficiently,manage financial and material resources,T6.5
Compliance with policies procedures and regulatory requirements,ensuring compliance with legislation,S3.3
Ensure financial transactions are completed accurately and efficiently,implementing new procedures or processes,S1.9
Self-motivation,information skills,S2.0
Self-motivation,motivate others,T4.4
Self-motivation,management skills,S4.0
Manage commercial models associated with data,allocating and controlling physical resources,S4.3
Manage commercial models associated with data,manage time,T3.1
Manage forecast across a network of partners,manage time,T3.1
Manage forecast across a network of partners,allocating and controlling physical resources,S4.3
Manage forecast across a network of partners,manage financial and material resources,T6.5
Compliance with policies procedures and regulatory requirements,comply with regulations,T4.5
Compliance with policies procedures and regulatory requirements,work efficiently,T3.1
Manage commercial models associated with data,monitoring and evaluating the performance of individuals,S4.8
Manage reporting,allocating and controlling physical resources,S4.3
Manage reporting,manage time,T3.1
Manage reporting,monitoring and evaluating the performance of individuals,S4.8
Manage auditing,allocating and controlling physical resources,S4.3
Manage auditing,manage quality,T3.1
Manage auditing,manage time,T3.1
Innovative problem-solving,solve problems,T2.3
Innovative problem-solving,promote ideas products services,T4.1
Creating partnerships,promote ideas products services,T4.1
Creating partnerships,assisting people to access services,S3.1
Data distribution knowledge,assisting people to access services,S3.1
Data distribution knowledge,manage financial and material resources,T6.5
Advanced problem-solving skills,information skills,S2.0
Prioritize tasks,manage time,T3.1
Prioritize tasks,advise others,T4.2
Prioritize tasks,providing general assistance to people,S3.4
Complete multiple activities within assigned timeframe,manage time,T3.1
Complete multiple activities within assigned timeframe,advise others,T4.2
Complete multiple activities within assigned timeframe,management skills,S4.0
Mathematical aptitude,carry out calculations,T1.2
Mathematical aptitude,weighing,S2.5
Mathematical aptitude,interpret mathematical information,T1.2
Support manager in generating sales and profits,allocating and controlling physical resources,S4.3
Support manager in generating sales and profits,manage time,T3.1
Support manager in generating sales and profits,managing information,S2.3
Manage expenses,manage time,T3.1
Manage expenses,allocating and controlling physical resources,S4.3
Manage expenses,managing information,S2.3
Working with others who love fashion and have fun,working with computers,S5.0
Working with others who love fashion and have fun,lead others,T4.4
Working with others who love fashion and have fun,work in teams,T4.3
Basic math proficiency,apply basic programming skills,T1.3
Basic math proficiency,demonstrate willingness to learn,T3.4
Basic math proficiency,demonstrate curiosity,T3.4
Ability to communicate product knowledge,demonstrate willingness to learn,T3.4
Ability to communicate product knowledge,demonstrate curiosity,T3.4
Ability to communicate product knowledge,show confidence,T3.3
Basic math,management skills,S4.0
Reading skills,management skills,S4.0
Basic computer knowledge,apply basic programming skills,T1.3
Basic computer knowledge,management skills,S4.0
Basic computer knowledge,apply knowledge of science technology and engineering,T6.6
Aptitude to learn company applications,apply basic programming skills,T1.3
Aptitude to learn company applications,information skills,S2.0
Aptitude to learn company applications,demonstrate willingness to learn,T3.4
Organizational skills,communication collaboration and creativity,S1.0
Organizational skills,demonstrate loyalty,T4.5
Ability to exercise initiative,show determination,T3.2
Ability to exercise initiative,show initiative,T3.2
Ability to exercise initiative,information skills,S2.0
Sound judgment,show determination,T3.2
Sound judgment,management skills,S4.0
Sound judgment,monitoring and evaluating the performance of individuals,S4.8
Manage multiple priorities in complex clinical trials,manage time,T3.1
Manage multiple priorities in complex clinical trials,allocating and controlling physical resources,S4.3
Manage multiple priorities in complex clinical trials,manage quality,T3.1
Prioritize tasks,work independently,T3.1
Prioritize tasks,make decisions,T3.2
Prioritize tasks,work in teams,T4.3
Work in a matrix environment,work independently,T3.1
Work in a matrix environment,work in teams,T4.3
Work in a matrix environment,make decisions,T3.2
Problem-solving,apply knowledge of science technology and engineering,T6.6
Interpersonal skills,demonstrate loyalty,T4.5
Financial management,manage financial and material resources,T6.5
Developed leadership negotiation relationship-building and influencing skills,management skills,S4.0
Developed leadership negotiation relationship-building and influencing skills,building and developing teams,S4.6
Developed leadership negotiation relationship-building and influencing skills,information skills,S2.0
Technical solutions,apply knowledge of science technology and engineering,T6.6
Technical solutions,plan,T2.2
Technical solutions,information skills,S2.0
Business requirement gathering,plan,T2.2
Business requirement gathering,apply knowledge of science technology and engineering,T6.6
Business requirement gathering,information skills,S2.0
Developing test strategies,plan,T2.2
Developing test strategies,apply knowledge of science technology and engineering,T6.6
Developing test strategies,building and developing teams,S4.6
Reviewing test plans,plan,T2.2
Reviewing test plans,apply knowledge of science technology and engineering,T6.6
Reviewing test plans,developing contingency and emergency response plans,S4.1
Scheduling tests,plan,T2.2
Scheduling tests,apply knowledge of science technology and engineering,T6.6
Scheduling tests,management skills,S4.0
Tracking test issues,plan,T2.2
Tracking test issues,apply knowledge of science technology and engineering,T6.6
Relationship-building skills,management skills,S4.0
Tracking test issues,developing contingency and emergency response plans,S4.1
Relationship-building skills,information skills,S2.0
Reporting test results,plan,T2.2
Relationship-building skills,apply basic programming skills,T1.3
Reporting test results,apply knowledge of science technology and engineering,T6.6
Strong negotiation skills,information skills,S2.0
Ability to solve practical problems and manage various variables,solve problems,T2.3
Ability to solve practical problems and manage various variables,manage time,T3.1
Ability to solve practical problems and manage various variables,identify problems,T2.3
Strong negotiation skills,management skills,S4.0
Strong negotiation skills,apply basic programming skills,T1.3
Reporting test results,developing contingency and emergency response plans,S4.1
Provide guidance in planning and implementing migration activities,plan,T2.2
Provide guidance in planning and implementing migration activities,apply knowledge of science technology and engineering,T6.6
Plan and conduct security accreditation reviews for installed systems or networks,plan,T2.2
Plan and conduct security accreditation reviews for installed systems or networks,apply knowledge of science technology and engineering,T6.6
Provide guidance in planning and implementing migration activities,providing general assistance to people,S3.4
Plan and conduct security accreditation reviews for installed systems or networks,build networks,T4.3
Recommend new or revised security measures and countermeasures based on accreditation reviews,apply knowledge of science technology and engineering,T6.6
Recommend new or revised security measures and countermeasures based on accreditation reviews,apply digital security measures,T1.3
Evaluate recommend acquire implement and disseminate IT security tools procedures and practices,apply knowledge of science technology and engineering,T6.6
Recommend new or revised security measures and countermeasures based on accreditation reviews,make an informed use of the health-care system,T6.1
Cybersecurity,management skills,S4.0
Cybersecurity,information skills,S2.0
Information technology project management,management skills,S4.0
Cybersecurity,apply basic programming skills,T1.3
Information technology project management,information skills,S2.0
Information technology project management,monitoring and evaluating the performance of individuals,S4.8
Evaluate recommend acquire implement and disseminate IT security tools procedures and practices,information skills,S2.0
Relationship management,management skills,S4.0
Relationship management,allocating and controlling physical resources,S4.3
Relationship management,manage time,T3.1
Evaluate recommend acquire implement and disseminate IT security tools procedures and practices,critically evaluate information and its sources,T6.3
Operational duties,information skills,S2.0
Operational duties,recruiting and hiring,S4.7
Operational duties,management skills,S4.0
Practical skills,apply knowledge of science technology and engineering,T6.6
Practical skills,information skills,S2.0
Practical skills,technical or academic writing,S1.13
Technical skills,technical or academic writing,S1.13
Specialized skills required for the role,apply knowledge of science technology and engineering,T6.6
Specialized skills required for the role,technical or academic writing,S1.13
Specialized skills required for the role,information skills,S2.0
Manage human resources systems,plan,T2.2
Manage human resources systems,allocating and controlling physical resources,S4.3
Manage human resources systems,management skills,S4.0
Manage human resources processes,plan,T2.2
Manage human resources processes,allocating and controlling physical resources,S4.3
Manage human resources processes,management skills,S4.0
Manage affirmative action,allocating and controlling physical resources,S4.3
Manage affirmative action,plan,T2.2
Manage affirmative action,management skills,S4.0
Manage diversity,plan,T2.2
Manage diversity,allocating and controlling physical resources,S4.3
Manage diversity,management skills,S4.0
Manage succession planning,plan,T2.2
Manage succession planning,allocating and controlling physical resources,S4.3
Manage competency assessments,plan,T2.2
Manage succession planning,management skills,S4.0
Manage competency assessments,management skills,S4.0
Manage competency assessments,allocating and controlling physical resources,S4.3
Manage performance management,management skills,S4.0
Manage performance management,plan,T2.2
Manage performance management,allocating and controlling physical resources,S4.3
Following instructions,information skills,S2.0
Following instructions,implementing new procedures or processes,S1.9
Following instructions,instruct others,T4.2
Quality control,manage quality,T3.1
Quality control,information skills,S2.0
Quality control,using digital tools to control machinery,S5.7
Manage individual development plans,plan,T2.2
Manage individual development plans,allocating and controlling physical resources,S4.3
Manage individual development plans,manage time,T3.1
Structured approach to problem-solving,solve problems,T2.3
Use of reason and logic,organise information objects and resources,T2.2
Use of reason and logic,apply knowledge of philosophy ethics and religion,T6.6
Use of reason and logic,use communication and collaboration software,T1.3
Structured approach to problem-solving,identify problems,T2.3
Structured approach to problem-solving,apply basic programming skills,T1.3
Developing business cases,plan,T2.2
Developing business cases,performing general clerical and administrative tasks,S4.4
Developing business cases,building and developing teams,S4.6
Project plans to drive growth strategy,plan,T2.2
Project plans to drive growth strategy,performing general clerical and administrative tasks,S4.4
Project plans to drive growth strategy,management skills,S4.0
Attention to detail,protect the health of others,T6.1
Detail-oriented,work in teams,T4.3
Work in a fast-paced environment,attend to detail,T3.1
Customer service,apply knowledge of science technology and engineering,T6.6
Customer service,attend to detail,T3.1
Oral communication,attend to detail,T3.1
Oral communication,information skills,S2.0
Problem-solving,attend to detail,T3.1
Ability to handle stressful situations calmly and rationally,manage frustration,T3.3
Ability to handle stressful situations calmly and rationally,cope with stress,T3.3
Ability to handle stressful situations calmly and rationally,adapt to change,T3.4
Aptitude for using technology to solve business problems,resolving computer problems,S5.2
Aptitude for using technology to solve business problems,solve problems,T2.3
Aptitude for using technology to solve business problems,apply knowledge of science technology and engineering,T6.6
Computer skills: Word processing,allocating and controlling physical resources,S4.3
Spreadsheets,allocating and controlling physical resources,S4.3
Computer skills: Word processing,management skills,S4.0
Spreadsheets,management skills,S4.0
Computer skills: Word processing,working with computers,S5.0
Spreadsheets,information skills,S2.0
Email,information skills,S2.0
Email,allocating and controlling physical resources,S4.3
Email,management skills,S4.0
Database management,management skills,S4.0
Database management,allocating and controlling physical resources,S4.3
Reporting & data analysis,interpret mathematical information,T1.2
Reporting & data analysis,information skills,S2.0
Database management,information skills,S2.0
Data entry,management skills,S4.0
Data entry,allocating and controlling physical resources,S4.3
Data entry,information skills,S2.0
Reporting & data analysis,reporting incidents and defects,S2.2
Basic computer skills required,apply basic programming skills,T1.3
Basic computer skills required,information skills,S2.0
Basic computer skills required,working with computers,S5.0
Demonstrated highly developed project management and organizational skills,management skills,S4.0
Demonstrated highly developed project management and organizational skills,information skills,S2.0
Leadership skills,information skills,S2.0
Financial management analysis,management skills,S4.0
Financial management analysis,allocating and controlling physical resources,S4.3
Financial management analysis,manage financial and material resources,T6.5
Demonstrated ability to independently problem solve,identify problems,T2.3
Demonstrated ability to independently problem solve,work independently,T3.1
Demonstrated ability to independently problem solve,make decisions,T3.2
Implement value-added solutions,make decisions,T3.2
Implement value-added solutions,identify problems,T2.3
Implement value-added solutions,work independently,T3.1
Deep technical skills,leading and motivating,S4.5
Deep technical skills,providing general assistance to people,S3.4
Deep technical skills,keep an open mind,T3.4
Strong business sense,management skills,S4.0
Strong business sense,leading and motivating,S4.5
Strong business sense,providing general assistance to people,S3.4
Dedication to improving customer experience,leading and motivating,S4.5
Dedication to improving customer experience,providing general assistance to people,S3.4
Dedication to improving customer experience,assisting people to access services,S3.1
Manage operations,manage time,T3.1
Manage operations,information skills,S2.0
Manage operations,allocating and controlling physical resources,S4.3
Manage finance,manage time,T3.1
Manage finance,manage financial and material resources,T6.5
Manage finance,allocating and controlling physical resources,S4.3
Ability to lead and mentor junior engineers,coaching and mentoring,S1.3
Ability to lead and mentor junior engineers,leading and motivating,S4.5
Ability to lead and mentor junior engineers,handling and moving,S6.0
Multitasking skills,manage time,T3.1
Perform as a strong team player,work independently,T3.1
Perform as a strong team player,work in teams,T4.3
Perform as a strong team player,make decisions,T3.2
Manage bids & contracts,manage time,T3.1
Manage bids & contracts,allocating and controlling physical resources,S4.3
Manage marketing,manage time,T3.1
Manage bids & contracts,management skills,S4.0
Physical demands,adjust to physical demands,T5.2
Physical demands,assisting and caring,S3.0
Physical demands,maintain physical fitness,T6.1
Manage marketing,allocating and controlling physical resources,S4.3
Manage marketing,management skills,S4.0
Manage integration,manage time,T3.1
lifting and carrying,adjust to physical demands,T5.2
Manage integration,information skills,S2.0
lifting and carrying,assisting and caring,S3.0
Demonstrated self-starter,demonstrate willingness to learn,T3.4
Manage integration,manage quality,T3.1
Demonstrated self-starter,demonstrate curiosity,T3.4
lifting and carrying,handling and moving,S6.0
Demonstrated self-starter,demonstrate loyalty,T4.5
Project management techniques,management skills,S4.0
Project management techniques,allocating and controlling physical resources,S4.3
Project management techniques,information skills,S2.0
Planning skills,management skills,S4.0
Develop plans systematically,manage time,T3.1
Develop plans systematically,plan,T2.2
Planning skills,coaching and mentoring,S1.3
Develop plans systematically,advise others,T4.2
Prioritize,plan,T2.2
Prioritize,manage time,T3.1
Prioritize,advise others,T4.2
Organize and manage resources,plan,T2.2
Organize and manage resources,manage time,T3.1
Organize and manage resources,manage financial and material resources,T6.5
Accomplish business goals within a specific timeframe,plan,T2.2
Accomplish business goals within a specific timeframe,manage time,T3.1
Accomplish business goals within a specific timeframe,advise others,T4.2
Knowledge of computer hardware,operate digital hardware,T1.3
Knowledge of computer hardware,use communication and collaboration software,T1.3
Knowledge of computer hardware,working with computers,S5.0
Knowledge of Software,operate digital hardware,T1.3
Knowledge of Software,use communication and collaboration software,T1.3
Knowledge of Software,working with computers,S5.0
Multitasking and prioritization skills,information skills,S2.0
Multitasking and prioritization skills,management skills,S4.0
Multitasking and prioritization skills,apply basic programming skills,T1.3
Ability to lift and move objets,move objects,T5.1
Ability to lift and move objets,keep an open mind,T3.4
Ability to lift and move objets,adjust to physical demands,T5.2
Willingness to learn new technology,demonstrate willingness to learn,T3.4
Willingness to learn new technology,maintain concentration for long periods,T3.1
Ability to perform administrative duties,performing general clerical and administrative tasks,S4.4
Ability to perform administrative duties,programming computer systems,S5.1
Ability to perform administrative duties,apply basic programming skills,T1.3
Excellent communication skills,work in teams,T4.3
Excellent communication skills,managing gathering and storing digital data,S5.5
Ability to operate in a team,work in teams,T4.3
Ability to operate in a team,information skills,S2.0
Ability to operate in a team,managing gathering and storing digital data,S5.5
Work collaboratively,communication collaboration and creativity,S1.0
Communicate with IT teams,instruct others,T4.2
Communicate with IT teams,work in teams,T4.3
Communicate with IT teams,communication collaboration and creativity,S1.0
Willingness to learn new technology,apply knowledge of science technology and engineering,T6.6
Computer hardware,operate digital hardware,T1.3
Non-skill,apply basic programming skills,T1.3
Computer hardware,programming computer systems,S5.1
Computer hardware,use communication and collaboration software,T1.3
Software troubleshooting,operate digital hardware,T1.3
Software troubleshooting,programming computer systems,S5.1
Software troubleshooting,use communication and collaboration software,T1.3
Develop systems,allocating and controlling physical resources,S4.3
Develop systems,implementing new procedures or processes,S1.9
Develop systems,manage time,T3.1
Implement systems,implementing new procedures or processes,S1.9
Implement systems,allocating and controlling physical resources,S4.3
Implement systems,manage time,T3.1
Manage systems,allocating and controlling physical resources,S4.3
Manage systems,manage time,T3.1
Manage systems,implementing new procedures or processes,S1.9
Manage procedures,allocating and controlling physical resources,S4.3
Manage procedures,implementing new procedures or processes,S1.9
Manage procedures,manage time,T3.1
Excellent analytical,management skills,S4.0
Excellent analytical,apply basic programming skills,T1.3
Manage multiple simultaneous initiatives,allocating and controlling physical resources,S4.3
Manage multiple simultaneous initiatives,manage time,T3.1
Manage multiple simultaneous initiatives,manage quality,T3.1
Manage conflicting priorities,allocating and controlling physical resources,S4.3
Manage conflicting priorities,manage time,T3.1
Manage conflicting priorities,manage quality,T3.1
Ability to work independently and effectively as part of a team,work independently,T3.1
Ability to work independently and effectively as part of a team,make decisions,T3.2
Ability to work independently and effectively as part of a team,exercise rights and responsibilities,T6.3
Manage multiple tasks simultaneously,work independently,T3.1
Manage multiple tasks simultaneously,manage time,T3.1
